"Well","Sample","Weight","Replicate","Time","Hour","PCheck","Plate","fileName","values","MatchValue","CtrlVal","ABStrt_ABSctr","AbsFreshWeight","Genotype","Range","Site"
"C04","W0127",0.0353,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0569,"W0127.24hr",0.0465,0.0104,0.294617563739377,"LDSc3-07","Native","LDS"
"C05","W0127",0.0353,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0578,"W0127.24hr",0.0465,0.0113,0.320113314447592,"LDSc3-07","Native","LDS"
"C06","W0127",0.0353,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0574,"W0127.24hr",0.0465,0.0109,0.308781869688385,"LDSc3-07","Native","LDS"
"C07","W0128",0.0151,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0782,"W0128.24hr",0.0455,0.0327,2.16556291390728,"SAN20-05","Native","SAN"
"C08","W0128",0.0151,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0778,"W0128.24hr",0.0455,0.0323,2.13907284768212,"SAN20-05","Native","SAN"
"C09","W0128",0.0151,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0782,"W0128.24hr",0.0455,0.0327,2.16556291390728,"SAN20-05","Native","SAN"
"C10","W0517",0.0332,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0796,"W0517.24hr",0.0451,0.0345,1.03915662650602,"ARC29-01","Invasive","ARC"
"C11","W0517",0.0332,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.079,"W0517.24hr",0.0451,0.0339,1.0210843373494,"ARC29-01","Invasive","ARC"
"C12","W0517",0.0332,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.079,"W0517.24hr",0.0451,0.0339,1.0210843373494,"ARC29-01","Invasive","ARC"
"D01","W0518",0.0232,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0629,"W0518.24hr",0.0464,0.0165,0.711206896551724,"MUSs2-05","Native","MUS"
"D02","W0518",0.0232,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.064,"W0518.24hr",0.0464,0.0176,0.758620689655173,"MUSs2-05","Native","MUS"
"D03","W0518",0.0232,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0623,"W0518.24hr",0.0464,0.0159,0.685344827586207,"MUSs2-05","Native","MUS"
"D04","W0130",0.0446,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0703,"W0130.24hr",0.0485,0.0218,0.488789237668161,"ARC26","Invasive","ARC"
"D05","W0130",0.0446,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.071,"W0130.24hr",0.0485,0.0225,0.504484304932735,"ARC26","Invasive","ARC"
"D06","W0130",0.0446,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0744,"W0130.24hr",0.0485,0.0259,0.580717488789237,"ARC26","Invasive","ARC"
"D07","W0132",0.0532,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0837,"W0132.24hr",0.0462,0.0375,0.704887218045113,"CDCc2-04","Native","CDC"
"D08","W0132",0.0532,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0846,"W0132.24hr",0.0462,0.0384,0.721804511278195,"CDCc2-04","Native","CDC"
"D09","W0132",0.0532,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0842,"W0132.24hr",0.0462,0.038,0.714285714285714,"CDCc2-04","Native","CDC"
"D10","W0520",0.0412,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0684,"W0520.24hr",0.0469,0.0215,0.521844660194175,"PI458758","Invasive","Chi"
"D11","W0520",0.0412,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0726,"W0520.24hr",0.0469,0.0257,0.62378640776699,"PI458758","Invasive","Chi"
"D12","W0520",0.0412,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0723,"W0520.24hr",0.0469,0.0254,0.616504854368932,"PI458758","Invasive","Chi"
"E01","W0134",0.0114,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0666,"W0134.24hr",0.0457,0.0209,1.83333333333333,"NARc2-01","Native","NAR"
"E02","W0134",0.0114,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0713,"W0134.24hr",0.0457,0.0256,2.24561403508772,"NARc2-01","Native","NAR"
"E03","W0134",0.0114,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0671,"W0134.24hr",0.0457,0.0214,1.87719298245614,"NARc2-01","Native","NAR"
"E04","W0135",0.0365,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0901,"W0135.24hr",0.0494,0.0407,1.11506849315068,"HUE19","Native","HUE"
"E05","W0135",0.0365,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0906,"W0135.24hr",0.0494,0.0412,1.12876712328767,"HUE19","Native","HUE"
"E06","W0135",0.0365,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.091,"W0135.24hr",0.0494,0.0416,1.13972602739726,"HUE19","Native","HUE"
"E07","W0522",0.03,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0672,"W0522.24hr",0.0455,0.0217,0.723333333333333,"W65319","Native","Gre"
"E08","W0522",0.03,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0676,"W0522.24hr",0.0455,0.0221,0.736666666666666,"W65319","Native","Gre"
"E09","W0522",0.03,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0675,"W0522.24hr",0.0455,0.022,0.733333333333334,"W65319","Native","Gre"
"E10","W0137",0.0199,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0706,"W0137.24hr",0.0441,0.0265,1.33165829145729,"FUSF5","Native","FUS"
"E11","W0137",0.0199,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0714,"W0137.24hr",0.0441,0.0273,1.37185929648241,"FUSF5","Native","FUS"
"E12","W0137",0.0199,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0678,"W0137.24hr",0.0441,0.0237,1.19095477386935,"FUSF5","Native","FUS"
"F01","W0138",0.0162,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0859,"W0138.24hr",0.0452,0.0407,2.51234567901235,"LDSc3-04","Native","LDS"
"F02","W0138",0.0162,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0856,"W0138.24hr",0.0452,0.0404,2.49382716049383,"LDSc3-04","Native","LDS"
"F03","W0138",0.0162,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0863,"W0138.24hr",0.0452,0.0411,2.53703703703704,"LDSc3-04","Native","LDS"
"F04","W0600",0.0069,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0575,"W0600.24hr",0.045,0.0125,1.81159420289855,"NARc3-03","Native","NAR"
"F05","W0600",0.0069,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0579,"W0600.24hr",0.045,0.0129,1.8695652173913,"NARc3-03","Native","NAR"
"F06","W0600",0.0069,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0552,"W0600.24hr",0.045,0.0102,1.47826086956522,"NARc3-03","Native","NAR"
"F07","W0140",0.0369,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0722,"W0140.24hr",0.047,0.0252,0.682926829268293,"HIG10-02","Native","HIG"
"F08","W0140",0.0369,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0707,"W0140.24hr",0.047,0.0237,0.642276422764228,"HIG10-02","Native","HIG"
"F09","W0140",0.0369,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0736,"W0140.24hr",0.047,0.0266,0.720867208672087,"HIG10-02","Native","HIG"
"F10","W0601",0.0238,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0626,"W0601.24hr",0.0467,0.0159,0.668067226890756,"DEB28-03","Native","DEB"
"F11","W0601",0.0238,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0675,"W0601.24hr",0.0467,0.0208,0.873949579831933,"DEB28-03","Native","DEB"
"F12","W0601",0.0238,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0653,"W0601.24hr",0.0467,0.0186,0.781512605042017,"DEB28-03","Native","DEB"
"G01","W0142",0.0208,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0708,"W0142.24hr",0.0491,0.0217,1.04326923076923,"CAM20","Native","CAM"
"G02","W0142",0.0208,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0728,"W0142.24hr",0.0491,0.0237,1.13942307692308,"CAM20","Native","CAM"
"G03","W0142",0.0208,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0706,"W0142.24hr",0.0491,0.0215,1.03365384615385,"CAM20","Native","CAM"
"G04","W0603",0.0087,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0563,"W0603.24hr",0.0467,0.0096,1.10344827586207,"ARC27","Invasive","ARC"
"G05","W0603",0.0087,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0565,"W0603.24hr",0.0467,0.0098,1.1264367816092,"ARC27","Invasive","ARC"
"G06","W0603",0.0087,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0562,"W0603.24hr",0.0467,0.0095,1.09195402298851,"ARC27","Invasive","ARC"
"G07","W0143",0.035,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.07,"W0143.24hr",0.0484,0.0216,0.617142857142857,"PI368951","Invasive","Chile3"
"G08","W0143",0.035,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0708,"W0143.24hr",0.0484,0.0224,0.64,"PI368951","Invasive","Chile3"
"G09","W0143",0.035,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0708,"W0143.24hr",0.0484,0.0224,0.64,"PI368951","Invasive","Chile3"
"G10","W0144",0.0295,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0625,"W0144.24hr",0.0464,0.0161,0.545762711864407,"AZN19","Native","AZN"
"G11","W0144",0.0295,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0659,"W0144.24hr",0.0464,0.0195,0.661016949152542,"AZN19","Native","AZN"
"G12","W0144",0.0295,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0608,"W0144.24hr",0.0464,0.0144,0.488135593220339,"AZN19","Native","AZN"
"H01","W0604",0.0201,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0568,"W0604.24hr",0.045,0.0118,0.587064676616916,"MUSs2-02","Native","MUS"
"H02","W0604",0.0201,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0591,"W0604.24hr",0.045,0.0141,0.701492537313433,"MUSs2-02","Native","MUS"
"H03","W0604",0.0201,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0649,"W0604.24hr",0.045,0.0199,0.990049751243781,"MUSs2-02","Native","MUS"
"H04","W0145",0.0243,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0831,"W0145.24hr",0.0447,0.0384,1.58024691358025,"SAN20-03","Native","SAN"
"H05","W0145",0.0243,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0817,"W0145.24hr",0.0447,0.037,1.52263374485597,"SAN20-03","Native","SAN"
"H06","W0145",0.0243,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.083,"W0145.24hr",0.0447,0.0383,1.5761316872428,"SAN20-03","Native","SAN"
"H07","W0605",0.0258,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0746,"W0605.24hr",0.0445,0.0301,1.16666666666667,"LDSc3-09","Native","LDS"
"H08","W0605",0.0258,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.07,"W0605.24hr",0.0445,0.0255,0.988372093023256,"LDSc3-09","Native","LDS"
"H09","W0605",0.0258,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0699,"W0605.24hr",0.0445,0.0254,0.984496124031008,"LDSc3-09","Native","LDS"
"H10","W0146",0.0287,1,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0557,"W0146.24hr",0.0455,0.0102,0.355400696864112,"ARC25-01","Invasive","ARC"
"H11","W0146",0.0287,2,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0559,"W0146.24hr",0.0455,0.0104,0.362369337979094,"ARC25-01","Invasive","ARC"
"H12","W0146",0.0287,3,24,"24hr","Plate2.csv","Plate2","PPO_24hr_plate2_7-21-17",0.0533,"W0146.24hr",0.0455,0.0078,0.271777003484321,"ARC25-01","Invasive","ARC"
"A01","W0606",0.0407,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0581,"W0606.24hr",0.0525,0.0056,0.137592137592138,"LIS21","Native","LIS"
"A02","W0606",0.0407,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0589,"W0606.24hr",0.0525,0.0064,0.157248157248157,"LIS21","Native","LIS"
"A03","W0606",0.0407,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0591,"W0606.24hr",0.0525,0.0066,0.162162162162162,"LIS21","Native","LIS"
"A04","W0148",0.0066,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0578,"W0148.24hr",0.0465,0.0113,1.71212121212121,"W64614","Native","Leb2"
"A05","W0148",0.0066,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0566,"W0148.24hr",0.0465,0.0101,1.53030303030303,"W64614","Native","Leb2"
"A06","W0148",0.0066,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0569,"W0148.24hr",0.0465,0.0104,1.57575757575758,"W64614","Native","Leb2"
"A07","W0149",0.0111,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.066,"W0149.24hr",0.047,0.019,1.71171171171171,"CRG20","Native","CRG"
"A08","W0149",0.0111,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0668,"W0149.24hr",0.047,0.0198,1.78378378378378,"CRG20","Native","CRG"
"A09","W0149",0.0111,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0628,"W0149.24hr",0.047,0.0158,1.42342342342342,"CRG20","Native","CRG"
"A10","W0607",0.0178,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0556,"W0607.24hr",0.0461,0.00949999999999999,0.533707865168539,"MEL30","Invasive","MEL"
"A11","W0607",0.0178,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0542,"W0607.24hr",0.0461,0.0081,0.455056179775281,"MEL30","Invasive","MEL"
"A12","W0607",0.0178,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0528,"W0607.24hr",0.0461,0.0067,0.376404494382022,"MEL30","Invasive","MEL"
"B01","W0608",0.0266,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0737,"W0608.24hr",0.0461,0.0276,1.03759398496241,"PI368959","Invasive","Chile"
"B02","W0608",0.0266,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0739,"W0608.24hr",0.0461,0.0278,1.04511278195489,"PI368959","Invasive","Chile"
"B03","W0608",0.0266,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0727,"W0608.24hr",0.0461,0.0266,1,"PI368959","Invasive","Chile"
"B04","W0152",0.0095,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0575,"W0152.24hr",0.0458,0.0117,1.23157894736842,"DEB27","Native","DEB"
"B05","W0152",0.0095,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0552,"W0152.24hr",0.0458,0.0094,0.989473684210526,"DEB27","Native","DEB"
"B06","W0152",0.0095,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0556,"W0152.24hr",0.0458,0.0098,1.03157894736842,"DEB27","Native","DEB"
"B07","W0153",0.0149,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0649,"W0153.24hr",0.047,0.0179,1.20134228187919,"DCR19","Invasive","DCR"
"B08","W0153",0.0149,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0623,"W0153.24hr",0.047,0.0153,1.02684563758389,"DCR19","Invasive","DCR"
"B09","W0153",0.0149,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0626,"W0153.24hr",0.047,0.0156,1.04697986577181,"DCR19","Invasive","DCR"
"B10","W0609",0.016,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.078,"W0609.24hr",0.0445,0.0335,2.09375,"CDCc2-04","Native","CDC"
"B11","W0609",0.016,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0775,"W0609.24hr",0.0445,0.033,2.0625,"CDCc2-04","Native","CDC"
"B12","W0609",0.016,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0775,"W0609.24hr",0.0445,0.033,2.0625,"CDCc2-04","Native","CDC"
"C01","W0154",8e-04,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0641,"W0154.24hr",0.0465,0.0176,22,"LIS18","Native","LIS"
"C02","W0154",8e-04,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0601,"W0154.24hr",0.0465,0.0136,17,"LIS18","Native","LIS"
"C03","W0154",8e-04,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0594,"W0154.24hr",0.0465,0.0129,16.125,"LIS18","Native","LIS"
"C04","W0610",0.0166,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0689,"W0610.24hr",0.0441,0.0248,1.49397590361446,"BHI33-22","Invasive","BHI"
"C05","W0610",0.0166,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0668,"W0610.24hr",0.0441,0.0227,1.36746987951807,"BHI33-22","Invasive","BHI"
"C06","W0610",0.0166,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0638,"W0610.24hr",0.0441,0.0197,1.18674698795181,"BHI33-22","Invasive","BHI"
"C07","W0155",0.0181,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0693,"W0155.24hr",0.0456,0.0237,1.30939226519337,"MLR20","Invasive","MLR"
"C08","W0155",0.0181,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0654,"W0155.24hr",0.0456,0.0198,1.0939226519337,"MLR20","Invasive","MLR"
"C09","W0155",0.0181,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0667,"W0155.24hr",0.0456,0.0211,1.16574585635359,"MLR20","Invasive","MLR"
"C10","W0156",0.0086,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0547,"W0156.24hr",0.0454,0.0093,1.08139534883721,"BHI33-19","Invasive","BHI"
"C11","W0156",0.0086,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0554,"W0156.24hr",0.0454,0.01,1.16279069767442,"BHI33-19","Invasive","BHI"
"C12","W0156",0.0086,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0559,"W0156.24hr",0.0454,0.0105,1.22093023255814,"BHI33-19","Invasive","BHI"
"D01","W0611",0.0087,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0682,"W0611.24hr",0.0453,0.0229,2.63218390804598,"SAN27-01","Native","SAN"
"D02","W0611",0.0087,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0639,"W0611.24hr",0.0453,0.0186,2.13793103448276,"SAN27-01","Native","SAN"
"D03","W0611",0.0087,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0689,"W0611.24hr",0.0453,0.0236,2.71264367816092,"SAN27-01","Native","SAN"
"D04","W0157",0.008,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0649,"W0157.24hr",0.045,0.0199,2.4875,"MUSs1-15","Native","MUS"
"D05","W0157",0.008,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0654,"W0157.24hr",0.045,0.0204,2.55,"MUSs1-15","Native","MUS"
"D06","W0157",0.008,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0665,"W0157.24hr",0.045,0.0215,2.6875,"MUSs1-15","Native","MUS"
"D07","W0613",0.0236,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0827,"W0613.24hr",0.0465,0.0362,1.53389830508475,"HIG12-01","Native","HIG"
"D08","W0613",0.0236,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0824,"W0613.24hr",0.0465,0.0359,1.52118644067797,"HIG12-01","Native","HIG"
"D09","W0613",0.0236,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0841,"W0613.24hr",0.0465,0.0376,1.59322033898305,"HIG12-01","Native","HIG"
"D10","W0158",0.0566,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0828,"W0158.24hr",0.0467,0.0361,0.637809187279152,"SAN28-01","Native","SAN"
"D11","W0158",0.0566,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.083,"W0158.24hr",0.0467,0.0363,0.641342756183746,"SAN28-01","Native","SAN"
"D12","W0158",0.0566,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0816,"W0158.24hr",0.0467,0.0349,0.61660777385159,"SAN28-01","Native","SAN"
"E01","W0160",0.0211,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0719,"W0160.24hr",0.0447,0.0272,1.28909952606635,"PI404356","Invasive","Brazil"
"E02","W0160",0.0211,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0681,"W0160.24hr",0.0447,0.0234,1.10900473933649,"PI404356","Invasive","Brazil"
"E03","W0160",0.0211,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0737,"W0160.24hr",0.0447,0.029,1.37440758293839,"PI404356","Invasive","Brazil"
"E04","W0747",0.024,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0646,"W0747.24hr",0.0473,0.0173,0.720833333333333,"CRG18","Native","CRG"
"E05","W0747",0.024,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0614,"W0747.24hr",0.0473,0.0141,0.5875,"CRG18","Native","CRG"
"E06","W0747",0.024,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0794,"W0747.24hr",0.0473,0.0321,1.3375,"CRG18","Native","CRG"
"E07","W0161",0.0306,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0743,"W0161.24hr",0.0448,0.0295,0.9640522875817,"LDSc3-10","Native","LDS"
"E08","W0161",0.0306,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0747,"W0161.24hr",0.0448,0.0299,0.977124183006536,"LDSc3-10","Native","LDS"
"E09","W0161",0.0306,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0626,"W0161.24hr",0.0448,0.0178,0.581699346405229,"LDSc3-10","Native","LDS"
"E10","W0162",0.0221,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0775,"W0162.24hr",0.0452,0.0323,1.46153846153846,"DEB28-04","Native","DEB"
"E11","W0162",0.0221,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0649,"W0162.24hr",0.0452,0.0197,0.891402714932127,"DEB28-04","Native","DEB"
"E12","W0162",0.0221,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0579,"W0162.24hr",0.0452,0.0127,0.574660633484163,"DEB28-04","Native","DEB"
"F01","W0748",0.0252,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0617,"W0748.24hr",0.0447,0.017,0.674603174603175,"LIS17","Native","LIS"
"F02","W0748",0.0252,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0636,"W0748.24hr",0.0447,0.0189,0.75,"LIS17","Native","LIS"
"F03","W0748",0.0252,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0633,"W0748.24hr",0.0447,0.0186,0.738095238095238,"LIS17","Native","LIS"
"F04","W0163",0.0333,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.073,"W0163.24hr",0.0452,0.0278,0.834834834834835,"LIS22","Native","LIS"
"F05","W0163",0.0333,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0712,"W0163.24hr",0.0452,0.026,0.780780780780781,"LIS22","Native","LIS"
"F06","W0163",0.0333,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0649,"W0163.24hr",0.0452,0.0197,0.591591591591592,"LIS22","Native","LIS"
"F07","W0749",0.0241,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0797,"W0749.24hr",0.0466,0.0331,1.37344398340249,"HIG10-01","Native","HIG"
"F08","W0749",0.0241,2,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0705,"W0749.24hr",0.0466,0.0239,0.991701244813278,"HIG10-01","Native","HIG"
"F09","W0749",0.0241,3,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0747,"W0749.24hr",0.0466,0.0281,1.16597510373444,"HIG10-01","Native","HIG"
"F10","W0165",0.0284,1,24,"24hr","Plate3.csv","Plate3","PPO_24hr_plate3_7-21-17",0.0814,"W0165.24hr",0.0448,0.0366,1.2887323943662,"CDCc2-05","Native","CDC"
